university,AGRICULTURAL SCIENCES,BIOLOGY & BIOCHEMISTRY,CHEMISTRY,CLINICAL MEDICINE,COMPUTER SCIENCE,ECONOMICS & BUSINESS,ENGINEERING,ENVIRONMENT ECOLOGY,GEOSCIENCES,IMMUNOLOGY,MATERIALS SCIENCE,MATHEMATICS,MICROBIOLOGY,MOLECULAR BIOLOGY & GENETICS,MULTIDISCIPLINARY,NEUROSCIENCE & BEHAVIOR,PHARMACOLOGY & TOXICOLOGY,PHYSICS,PLANT & ANIMAL SCIENCE,PSYCHIATRY PSYCHOLOGY,"SOCIAL SCIENCES, GENERAL",SPACE SCIENCE
TARTU UNIV HOSP,,,,2340.0,,,,,,,,,,,,,,,,,,
TARTU UNIVERSITY INSTITUTE OF ECOLOGY & EARTH SCIENCES,,,,,,,,751.0,,,,,,,,,,,615.0,,,
TASHKENT INST POSTGRAD MED EDUC,,,,4648.0,,,,,,,,,,,,,,,,,,
TASK FORCE GLOBAL HLTH,,,,2818.0,,,,,,,,,,,,,,,,,,
TASMAN ONCOL RES,,,,3283.0,,,,,,,,,,,,,,,,,,
TATA INSTITUTE OF FUNDAMENTAL RESEARCH (TIFR),,1208.0,1186.0,,,,,1885.0,,,1514.0,,,1121.0,,,,178.0,1572.0,,,
TATA INSTITUTE OF SOCIAL SCIENCES,,,,,,,,,,,,,,,,,,,,,2222.0,
TATA MED CTR,,,,6186.0,,,,,,,,,,,,,,,,,,
TATA MEMORIAL CENTRE (TMC),,,,870.0,,,,,,,,,,,,,,,,,,
TATA MEMORIAL HOSPITAL,,,,954.0,,,,,,,,,,,,,,,,,,
TATA SONS,,,,,,,2737.0,,,,,,,,,,,,,,,
TAUNTON AND SOMERSET NHS FOUNDATION TRUST,,,,3273.0,,,,,,,,,,,,,,,,,,
TAYLOR'S UNIVERSITY,,,,2315.0,,,1780.0,,,,,,,,,,1199.0,,,,1013.0,
TBILISI STATE MEDICAL UNIVERSITY,,,,5998.0,,,,,,,,,,,,,,,,,,
TCM MED TK SDN BHD,,,,6403.0,,,,,,,,,,,,,,,,,,
"TEA RESEARCH INSTITUTE, CAAS",383.0,,,,,,,,,,,,,,,,,,916.0,,,
TEACHING HOSP PERADENIYA,,,,4690.0,,,,,,,,,,,,,,,,,,
TEAGASC,47.0,1061.0,,4525.0,,,,1519.0,,,,,315.0,,,,,,698.0,,,
TECH STAND & SAFETY AUTHOR,,,,3991.0,,,,,,,,,,,,,,,,,,
"TECHNICAL INSTITUTE OF PHYSICS & CHEMISTRY, CAS",,,222.0,,,,1092.0,,,,154.0,,,,,,,,,,,
TECHNICAL UNIVERSITY CZESTOCHOWA,,,,2777.0,,,1338.0,,,,,,,,,,,,,,,
TECHNICAL UNIVERSITY FREIBERG,,,1551.0,,,,1281.0,,572.0,,863.0,,,,,,,,,,,
TECHNICAL UNIVERSITY KOSICE,,,,,,,1577.0,,,,,,,,,,,,,,,
TECHNICAL UNIVERSITY OF BERLIN,493.0,876.0,189.0,2389.0,284.0,474.0,272.0,388.0,647.0,,377.0,165.0,714.0,,,923.0,,574.0,,,474.0,
TECHNICAL UNIVERSITY OF CLUJ NAPOCA,,,,,,,1666.0,,,,,,,,,,,,,,,
TECHNICAL UNIVERSITY OF CRETE,,,,,,,1190.0,1442.0,,,,,,,,,,,,,,
TECHNICAL UNIVERSITY OF DARMSTADT,,940.0,600.0,,392.0,,426.0,955.0,1120.0,,301.0,,,,,,,390.0,,,1445.0,
TECHNICAL UNIVERSITY OF LIBEREC,,,2122.0,,,,2395.0,,,,1389.0,,,,,,,,,,,
TECHNICAL UNIVERSITY OF OSTRAVA,,,1848.0,,,,1090.0,,,,934.0,,,,,,,,,,,
TECHNICAL UNIVERSITY ZVOLEN,,,,,,,,1484.0,,,,,,,,,,,1059.0,,,
TECHNION ISRAEL INSTITUTE OF TECHNOLOGY,680.0,493.0,420.0,763.0,410.0,,416.0,950.0,,444.0,363.0,171.0,758.0,439.0,,794.0,362.0,258.0,,984.0,887.0,
TECHNISCHE UNIVERSITAT CHEMNITZ,,,1420.0,,,,1765.0,,,,762.0,,,,,,,,,809.0,2087.0,
TECHNISCHE UNIVERSITAT ILMENAU,,,2108.0,,,,1496.0,,,,1001.0,,,,,,,,,,,
TECHNISCHE UNIVERSITAT WIEN,1293.0,1053.0,492.0,5819.0,279.0,,381.0,930.0,452.0,,446.0,272.0,,,,,,220.0,,,1563.0,
TECHNOL UNIV DUBLIN,1342.0,,,,,,2717.0,,,,,,,,,,,,,,,
TECHNOLOGICAL UNIVERSITY DUBLIN,,,,6668.0,,,,,,,,,,,,,,,,,,
"TECHNOLOGY & ENGINEERING CENTER FOR SPACE UTILIZATION, CAS",,,,,,,2778.0,,,,,,,,,,,,,,,
TECNALIA,,,,,757.0,,2299.0,,,,,,,,,,,,,,,
TECNOL NACL MEXICO,,,,,,,2395.0,,,,,,,,,,,,,,,
TECNOLOGICO DE MONTERREY,492.0,1033.0,1145.0,2184.0,,,630.0,912.0,,,1073.0,,,,,,1107.0,,,,1423.0,
TEHRAN UNIVERSITY OF MEDICAL SCIENCES,313.0,323.0,458.0,283.0,,,1098.0,765.0,,246.0,645.0,,328.0,537.0,,258.0,22.0,,1557.0,676.0,363.0,
TEIKYO UNIVERSITY,,,,936.0,,,,,,,,,,,,,,,1931.0,,2346.0,
TEINE KEIJINKAI HOSPITAL,,,,3833.0,,,,,,,,,,,,,,,,,,
TEL AVIV SOURASKY MEDICAL CENTER,,,,939.0,,,,,,680.0,,,,1026.0,,729.0,,,,,,
TELECOM PARIS,,,,,680.0,,2519.0,,,,,,,,,,,,,,,
TELECOM SUDPARIS,,,,,642.0,,2420.0,,,,,,,,,,,,,,,
TELEMARK HOSPITAL TRUST,,,,5240.0,,,,,,,,,,,,,,,,,,
TELETHON INSTITUTE OF GENETICS & MEDICINE (TIGEM),,,,5215.0,,,,,,,,,,756.0,,,,,,,,
TENCENT,,,,,626.0,,1356.0,,,,,,,,,,,,,,,
TENNESSEE DEPARTMENT HEALTH,,,,4385.0,,,,,,,,,,,,,,,,,,
TENNESSEE ONCOLOGY,,,,878.0,,,,,,,,,,,,,,,,,,
TENNESSEE STATE UNIVERSITY,942.0,,,,,,,,,,,,,,,,,,,,,
TENNESSEE TECHNOLOGICAL UNIVERSITY,,,,,,,1576.0,,,,,,,,,,,,,,,
TENRI HOSPITAL,,,,4175.0,,,,,,,,,,,,,,,,,,
TERGOOI BLARICUM,,,,6525.0,,,,,,,,,,,,,,,,,,
TERGOOI HOSP,,,,5527.0,,,,,,,,,,,,,,,,,,
TERI UNIVERSITY,,,,5470.0,,,,1273.0,,,,,,,,,,,,,,
TESARO,,,,5500.0,,,,,,,,,,,,,,,,,,
TEVA PHARMACEUTICAL INDUSTRIES,,,,5782.0,,,,,,,,,,,,,,,,,,
TEVA PHARMACEUTICAL INDUSTRIES USA,,,,6158.0,,,,,,,,,,,,,,,,,,
TEXAS A&M AGRILIFE RESEARCH,502.0,,,,,,,1967.0,,,,,,,,,,,1129.0,,,
TEXAS A&M HEALTH SCIENCE CENTER,,1303.0,,1605.0,,,,1448.0,,780.0,,,,994.0,,1262.0,845.0,,,,958.0,
TEXAS A&M INTERNATIONAL UNIVERSITY,,,,,,,,,,,,,,,,,,,,,2302.0,
TEXAS A&M UNIVERSITY KINGSVILLE,,,,,,,2433.0,,,,,,,,,,,,1908.0,,,
TEXAS A&M UNIVERSITY QATAR,,,1331.0,,251.0,,586.0,,,,,,,,,,,570.0,,,,
TEXAS CHILDREN'S CANCER CENTER,,,,2392.0,,,,,,,,,,,,,,,,,,
TEXAS CHRISTIAN UNIVERSITY,,,,6186.0,,263.0,,,,,,,,,,,,,,1095.0,1202.0,
TEXAS DEPARTMENT OF STATE HEALTH SERVICES,,,,5727.0,,,,,,,,,,,,,,,,,,
TEXAS HEART INSTITUTE,,,,2435.0,,,,,,,,,,,,,,,,,,
TEXAS HLTH PHYSICIANS GRP,,,,4777.0,,,,,,,,,,,,,,,,,,
TEXAS INSTRUMENTS,,,,,,,1922.0,,,,,,,,,,,,,,,
TEXAS ONCOLOGY,,,,1795.0,,,,,,,,,,,,,,,,,,
TEXAS ONCOLOGY-BAYLOR CHARLES A SAMMONS CANCER CENTER,,,,2964.0,,,,,,,,,,,,,,,,,,
TEXAS SCOTTISH RITE HOSPITAL FOR CHILDREN,,,,5907.0,,,,,,,,,,,,,,,,,,
TEXAS STATE UNIVERSITY SAN MARCOS,,,,4057.0,,,2160.0,1530.0,,,1417.0,,,,,,,,,741.0,682.0,
TEXAS STATE UNIVERSITY SYSTEM,,,1537.0,3361.0,,535.0,1286.0,1077.0,,,993.0,,,,,,,,1358.0,531.0,405.0,
TEXAS STROKE INST,,,,5632.0,,,,,,,,,,,,,,,,,,
TEXAS TECH UNIVERSITY,418.0,952.0,717.0,1444.0,,418.0,731.0,760.0,606.0,,988.0,,,,,1286.0,931.0,335.0,571.0,417.0,446.0,
TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER AMARILLO,,,,6694.0,,,,,,,,,,,,,1275.0,,,,,
TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER EL PASO,,,,2951.0,,,,,,,,,,,,,,,,,2067.0,
TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER LUBBOCK,,1345.0,,2020.0,,,,,,,,,,,,1277.0,964.0,,,,,
TEXAS TECH UNIVERSITY SYSTEM,410.0,631.0,681.0,960.0,,409.0,727.0,749.0,605.0,,967.0,,,915.0,,697.0,478.0,334.0,559.0,402.0,400.0,
TEXAS WOMANS UNIVERSITY,,,,5781.0,,,,,,,,,,,,,,,,,2014.0,
TEZPUR UNIVERSITY,802.0,,1468.0,,,,1667.0,,,,,,,,,,,,,,,
THAI NGUYEN UNIVERSITY,,,,,,,2664.0,,,,,,,,,,,,,,,
THAI RED CROSS SOCIETY,,,,3263.0,,,,,,1004.0,,,,,,,,,,,,
THALES GROUP,,,,,,,1732.0,,,,1433.0,,,,,,,965.0,,,,
THAMMASAT UNIVERSITY,,,1972.0,2432.0,,,1518.0,,,,,,,,,,,,,,1939.0,
THAPAR INSTITUTE OF ENGINEERING & TECHNOLOGY,,,1441.0,,103.0,,402.0,1965.0,,,894.0,,,,,,,,,,,
THE AGHIA SOPHIA CHILDREN'S HOSPITAL,,,,3640.0,,,,,,,,,,,,,,,,,,
THE ALFRED,,,,6515.0,,,,,,,,,,,,,,,,,,
THE AUSTRALIAN PREVENTION PARTNERSHIP CENTRE,,,,,,,,,,,,,,,,,,,,,2190.0,
THE BMJ,,,,1607.0,,,,,,,,,,,,,,,,,,
THE CHILDREN'S HOSPITAL AT WESTMEAD,,,,1168.0,,,,,,788.0,,,,,,793.0,,,,,2094.0,
"THE CHINESE UNIVERSITY OF HONG KONG, SHENZHEN",,1278.0,999.0,3374.0,250.0,534.0,741.0,,,,667.0,,,,,,,,1577.0,,1738.0,
THE HEART HOSPITAL,,,,4517.0,,,,,,,,,,,,,,,,,,
"THE INSTITUTE OF REMOTE SENSING & DIGITAL EARTH, CAS",,,,,,,,685.0,193.0,,,,,,,,,,,,,
THE J DAVID GLADSTONE INSTITUTES,,769.0,,4147.0,,,,,,1013.0,,,802.0,443.0,,927.0,,,,,,
THE KIDS RESEARCH INSTITUTE AUSTRALIA,,,,975.0,,,,,,615.0,,,,1132.0,,,,,,669.0,874.0,
THE KINGHORN CANCER CENTRE,,,,2247.0,,,,,,,,,,,,,,,,,,
THE MEDICINES & HEALTHCARE PRODUCTS REGULATORY AGENCY,,,,5900.0,,,,,,,,,,,,,1095.0,,,,1977.0,
"THE MORGRIDGE INSTITUTE FOR RESEARCH, INC.",,1365.0,,,,,,,,,,,,858.0,,,,,,,,
THE NATIONAL LAND SURVEY OF FINLAND,,,,,,,,,915.0,,,,,,,,,,,,,
THE NEW SCHOOL,,,,,,,,,,,,,,,,,,,,979.0,1300.0,
THE NORTHCAP UNIVERSITY,,,,,,,2436.0,,,,,,,,,,,,,,,
THE QUEEN'S MEDICAL CENTER,,,,5314.0,,,,,,,,,,,,,,,,,,
THE ROYAL HOSPITAL FOR WOMEN,,,,3599.0,,,,,,,,,,,,,,,,,,
"THE ROYAL HOSPITAL, SULTANATE OF OMAN",,,,5378.0,,,,,,,,,,,,,,,,,,
THE ROYAL WOMEN'S HOSPITAL,,,,1701.0,,,,,,,,,,,,,,,,,,
THE SANTA FE INSTITUTE,,1647.0,,,,,,981.0,,,,,,,,,,,,,1088.0,
THE THIRD PEOPLE'S HOSPITAL OF SHENZHEN,,,,2533.0,,,,,,1078.0,,,661.0,,,,,,,,,
THE UNIVERSITY OF HONG KONG SHENZHEN INSTITUTE OF RESEARCH & INNOVATION,,,,,,,2090.0,,,,,,,,,,,,,,,
THE UNIVERSITY OF NOTRE DAME AUSTRALIA,,,,1803.0,,,,,,,,,,,,,,,,639.0,1101.0,
THE WISTAR INSTITUTE,,,,2384.0,,,,,,484.0,,,,540.0,,,,,,,,
THERMAL POWER RESEARCH INSTITUTE CO LTD,,,,,,,2311.0,,,,,,,,,,,,,,,
THERMO FISHER SCIENTIFIC,,862.0,1437.0,4696.0,,,,,,,,,,939.0,,,,,,,,
THIAGARAJAR COLLEGE OF ENGINEERING,,,,,,,1925.0,,,,,,,,,,,,,,,
"THIRD INSTITUTE OF OCEANOGRAPHY, MINISTRY OF NATURAL RESOURCES",,,,,,,,1410.0,,,,,,,,,,,1278.0,,,
THIRD PEOPLES HOSP HAINAN PROV,,,,3186.0,,,,,,,,,,,,,,,,,,
THIRD PEOPLES HOSP YICHANG,,,,3120.0,,,,,,,,,,,,,,,,,,
THOMAS JEFFERSON UNIVERSITY,,471.0,,249.0,,,,,,617.0,,,,413.0,,247.0,747.0,,,988.0,1033.0,
THOMAYER HOSPITAL,,,,1980.0,,,,,,,,,,,,,,,,,,
THROMBOSIS RESEARCH INSTITUTE,,,,3677.0,,,,,,,,,,,,,,,,,,
THUNDER BAY REGIONAL HEALTH SCIENCES CENTRE,,,,6108.0,,,,,,,,,,,,,,,,,,
THUYLOI UNIVERSITY,,,,,,,2580.0,,,,,,,,,,,,,,,
TIANGONG UNIVERSITY,,,327.0,,749.0,,424.0,1525.0,,,340.0,280.0,,,,,,,,,,
TIANJIN AGRICULTURAL UNIVERSITY,1269.0,,,,,,,,,,,,,,,,,,1710.0,,,
TIANJIN CENTER FOR DISEASE CONTROL & PREVENTION,,,,2398.0,,,,,,,,,,,,,,,,,,
TIANJIN CHENGJIAN UNIVERSITY,,,1870.0,,,,1079.0,1747.0,,,1577.0,,,,,,,,,,,
TIANJIN CHEST HOSP,,,,6301.0,,,,,,,,,,,,,,,,,,
TIANJIN HOSP,,,,3864.0,,,,,,,,,,,,,,,,,,
TIANJIN HUANHU HOSP,,,,5564.0,,,,,,,,,,,,,,,,,,
"TIANJIN INSTITUTE OF INDUSTRIAL BIOTECHNOLOGY, CAS",,774.0,1815.0,,,,,,,,,,,,,,,,,,,
TIANJIN MEDICAL UNIVERSITY,,425.0,1439.0,390.0,,,,2065.0,,468.0,767.0,,,307.0,,377.0,226.0,,,1117.0,1995.0,
TIANJIN NORMAL UNIVERSITY,,,962.0,,,,2072.0,1562.0,,,868.0,,,,,,,,,1071.0,2270.0,
TIANJIN THIRD CENT HOSP,,,,6644.0,,,,,,,,,,,,,,,,,,
TIANJIN UNION MED CTR,,,,4268.0,,,,,,,,,,,,,,,,,,
TIANJIN UNIVERSITY OF COMMERCE,1126.0,,,,,,1196.0,,,,,,,,,,,,,,2337.0,
TIANJIN UNIVERSITY OF FINANCE & ECONOMICS,,,,,,,2564.0,,,,,,,,,,,,,,,
TIANJIN UNIVERSITY OF TECHNOLOGY,,,355.0,,640.0,,706.0,,,,341.0,,,,,,,,,,,
TIANJIN UNIVERSITY OF TECHNOLOGY & EDUCATION,,,,,,,2258.0,,,,,,,,,,,,,,,
TIANJIN UNIVERSITY OF TRADITIONAL CHINESE MEDICINE,,,1763.0,2457.0,,,,,,,,,,,,,180.0,,,,,
TIANJIN UNIVERSITY SCIENCE & TECHNOLOGY,75.0,624.0,540.0,,,,1203.0,1906.0,,,847.0,,,,,,,,,,,
TIANJINS CLIN RES CTR CANC,,,,5744.0,,,,,,,,,,,,,,,,,,
TIERVLEI TRIAL CTR,,,,3798.0,,,,,,,,,,,,,,,,,,
TIMIRYAZEV INSTITUTE OF PLANT PHYSIOLOGY,,,,3086.0,,,,,,,,,,,,,,,1122.0,,,
TINBERGEN INSTITUTE,,,,,,403.0,,,,,,,,,,,,,,,1791.0,
TIPTON MED DIAGNOST CTR,,,,4777.0,,,,,,,,,,,,,,,,,,
TJU-NUS JOINT INSTITUTE,,,849.0,,,,,,,,806.0,,,,,,,,,,,
"TOBACCO RESEARCH INSTITUTE, CAAS",1187.0,,,,,,,,,,,,,,,,,,1362.0,,,
TOBB EKONOMI VE TEKNOLOJI UNIVERSITY,,,,,,,2237.0,,,,,,,,,,,655.0,,,,
TOCHIGI PREFECTURAL CANCER CENTER,,,,4772.0,,,,,,,,,,,,,,,,,,
TOHO UNIVERSITY,,,,1477.0,,,,,,,,,,,,,1122.0,,,,,
TOHOKU MEDICAL & PHARMACEUTICAL UNIVERSITY,,,,3761.0,,,,,,,,,,,,,,,,,,
TOHOKU UNIVERSITY,824.0,266.0,186.0,579.0,226.0,,292.0,623.0,294.0,712.0,134.0,,693.0,402.0,,357.0,570.0,116.0,350.0,1116.0,927.0,
TOKAI CENT HOSP,,,,6191.0,,,,,,,,,,,,,,,,,,
TOKAI UNIVERSITY,,,,1263.0,,,2078.0,,,,,,,,,,,,,,1696.0,
TOKAT GAZIOSMANPASA UNIVERSITY,1076.0,,2120.0,5360.0,,,2422.0,,,,,,,,,,,925.0,,,,
TOKUSHIMA PREFECTURAL CENT HOSP,,,,6238.0,,,,,,,,,,,,,,,,,,
TOKUSHIMA RED CROSS HOSP,,,,5722.0,,,,,,,,,,,,,,,,,,
TOKUSHIMA UNIVERSITY,,1215.0,1904.0,1707.0,,,,,,1052.0,,,,1092.0,,,1107.0,,1767.0,,,
TOKYO CITY UNIVERSITY,,,,,,,1924.0,,,,,,,,,,,,,,,
TOKYO DENTAL COLLEGE,,,,3336.0,,,,,,,,,,,,,,,,,,
TOKYO INSTITUTE OF TECHNOLOGY,,762.0,173.0,5454.0,786.0,,293.0,1198.0,481.0,,291.0,,,770.0,,,,208.0,1479.0,,1808.0,
TOKYO MEDICAL & DENTAL UNIVERSITY (TMDU),,904.0,1954.0,638.0,,,,,,472.0,,,,486.0,,989.0,,,,,1336.0,
TOKYO MEDICAL UNIVERSITY,,1586.0,,1139.0,,,,,,,,,,,,1270.0,,,,,,
TOKYO METROPOLITAN CANCER & INFECTIOUS DISEASES CENTER KOMAGOME HOSPITAL,,,,2009.0,,,,,,,,,,,,,,,,,,
TOKYO METROPOLITAN CHILDREN'S MEDICAL CENTER,,,,5613.0,,,,,,,,,,,,,,,,,,
TOKYO METROPOLITAN INSTITUTE OF GERONTOLOGY,,,,2465.0,,,,,,,,,,,,1060.0,,,,,,
TOKYO METROPOLITAN INSTITUTE OF MEDICAL SCIENCE,,,,,,,,,,,,,,,,956.0,,,,,,
TOKYO METROPOLITAN TAMA MED CTR,,,,6580.0,,,,,,,,,,,,,,,,,,
TOKYO METROPOLITAN UNIVERSITY,,,1098.0,,,,2279.0,,,,,,,277.0,,,,410.0,1588.0,,,
TOKYO SAISEIKAI CENTRAL HOSPITAL,,,,5325.0,,,,,,,,,,,,,,,,,,
TOKYO UNIVERSITY OF AGRICULTURE,,,,,,,,,,,,,,,,,,,1111.0,,,
TOKYO UNIVERSITY OF AGRICULTURE & TECHNOLOGY,1104.0,1030.0,1057.0,,,,1394.0,1191.0,,,1574.0,,,,,,,,674.0,,,
TOKYO UNIVERSITY OF MARINE SCIENCE & TECHNOLOGY,905.0,,,,,,,,,,,,,,,,,,1130.0,,,
TOKYO UNIVERSITY OF PHARMACY & LIFE SCIENCES,,,,6151.0,,,,,,,,,,,,,1340.0,,,,,
TOKYO UNIVERSITY OF SCIENCE,,1493.0,598.0,3804.0,,,1661.0,,,948.0,739.0,,,,,,1304.0,977.0,1357.0,,,
TOKYO UNIVERSITY OF TECHNOLOGY,,,,,,,2681.0,,,,,,,,,,,,,,,
TOKYO WOMEN'S MEDICAL UNIVERSITY,,,,946.0,,,,,,,,,,1057.0,,1296.0,,,,,,
TOM BAKER CANCER CLINIC,,,,1644.0,,,,,,,,,,,,,,,,,,
TOMAS BATA UNIVERSITY ZLIN,,,1678.0,,,,,,,,,,,,,,,,,,,
TOMSK NATIONAL RESEARCH MEDICAL CENTER,,,,3726.0,,,,,,,,,,,,,,,,,,
TOMSK POLYTECHNIC UNIVERSITY,,,1005.0,,,,937.0,,,,844.0,,,,,,,717.0,,,,
TOMSK STATE UNIVERSITY,,,966.0,5630.0,,,1218.0,1743.0,852.0,,935.0,,,,,,,380.0,1502.0,,,
TON DUC THANG UNIVERSITY,974.0,1227.0,568.0,,206.0,,159.0,670.0,1041.0,,708.0,130.0,,,,,1055.0,903.0,1847.0,,1488.0,
TONGDE HOSP ZHEJIANG PROV,,,,5195.0,,,,,,,,,,,,,,,,,,
TONGREN UNIVERSITY,,,1986.0,,,,,,,,,,,,,,,,,,,
TOP INSTITUTE FOOD & NUTRITION,763.0,,,3834.0,,,,,,,,,,,,,,,,,,
TOPCHIEV INSTITUTE OF PETROCHEMICAL SYNTHESIS RAS,,,1229.0,,,,,,,,,,,,,,,,,,,
TORANOMON HOSPITAL,,,,1723.0,,,,,,,,,,,,,,,,,,
TORBAY HOSP,,,,5393.0,,,,,,,,,,,,,,,,,,
TORONTO GENERAL HOSPITAL,,1078.0,,648.0,,,,,,980.0,,,,972.0,,,,,,,2218.0,
TORONTO METROPOLITAN UNIVERSITY,,,,3107.0,459.0,,343.0,1367.0,,,891.0,,,,,,,,,472.0,409.0,
TORONTO REHABILITATION INSTITUTE,,,,2336.0,,,,,,,,,,,,997.0,,,,,1276.0,
TORRENS UNIVERSITY AUSTRALIA,,,,3654.0,437.0,,1359.0,,,,,,,,,,,,,,2313.0,
TOSEI GENERAL HOSPITAL,,,,4499.0,,,,,,,,,,,,,,,,,,
TOSHIBA CORPORATION,,,,6250.0,,,2228.0,,,,,,,,,,,,,,,
TOTAL DIABET HORMONE INST,,,,4777.0,,,,,,,,,,,,,,,,,,
TOTAL SA,,,1800.0,,,,2185.0,,608.0,,,,,,,,,,,,,
TOTTORI UNIVERSITY,,,,2302.0,,,,1966.0,,,,,,,,,,,1141.0,,,
TOULOUSE SCHOOL OF ECONOMICS,,,,,,410.0,,,,,,,,,,,,,,,,
TOURO UNIVERSITY,,,,6260.0,,,,,,,,,,,,,,,,,,
TOURO UNIVERSITY CALIFORNIA,,,,5509.0,,,,,,,,,,,,,,,,,,
TOWER POINTE RES CTR,,,,4777.0,,,,,,,,,,,,,,,,,,
TOWNSVILLE HOSPITAL,,,,4077.0,,,,,,,,,,,,,,,,,,
TOWSON UNIVERSITY,,,,,,,,,,,,,,,,,,,,982.0,1462.0,
TOYOHASHI UNIVERSITY OF TECHNOLOGY,,,2049.0,,,,1864.0,,,,,,,,,,,,,,,
TOYONAKA CITY HOSP,,,,5639.0,,,,,,,,,,,,,,,,,,
TOYOTA CENTRAL R&D LABS INC,,,1739.0,,,,,,,,,,,,,,,,,,,
TOYOTA MOTOR CORPORATION,,,2066.0,,,,1300.0,,,,1066.0,,,,,,,,,,,
TPM MIRANDOLA,,1605.0,,,,,,,,,,,,,,,,,,,,
TPP,,,,5990.0,,,,,,,,,,,,,,,,,,
TRAKYA UNIVERSITY,,,,2911.0,,,,,,,,,,,,,,,,,,
TRANSLATIONAL GENOMICS RESEARCH INSTITUTE,,1214.0,,2433.0,,,,,,,,,,675.0,,,,,,,,
TRANSLATIONAL HEALTH SCIENCE & TECHNOLOGY INSTITUTE (THSTI),,,,6318.0,,,,,,,,,,,,,,,,,,
TRANSPORT & RD SAFETY TARS RES,,,,4414.0,,,,,,,,,,,,,,,,,,
TRANSYLVANIA UNIVERSITY OF BRASOV,,,,,,,1792.0,1731.0,,677.0,,,,,,,,771.0,1704.0,,,
TREAD RES,,,,4665.0,,,,,,,,,,,,,,,,,,
TREAD RES CC,,,,6517.0,,,,,,,,,,,,,,,,,,
TRENT UNIVERSITY,,,,,,,,790.0,,,,,,,,,,,1133.0,,1576.0,
TRI-SERVICE GENERAL HOSPITAL,,,,1662.0,,,,,,,,,,,,,1305.0,,,,,
TRIBHUVAN UNIVERSITY,,,,1681.0,,,2578.0,1384.0,1028.0,,,,,,,1235.0,,,1566.0,,1232.0,
TRIEMLI HOSPITAL,,,,3195.0,,,,,,,,,,,,,,,,,,
TRILLIUM HEALTH PARTNERS,,,,4203.0,,,,,,,,,,,,,,,,,,
TRIMBOS INSTITUTE,,,,3048.0,,,,,,,,,,,,,,,,444.0,1829.0,
TRINITY COLLEGE DUBLIN,1147.0,462.0,740.0,424.0,596.0,228.0,722.0,546.0,669.0,183.0,320.0,,599.0,329.0,,244.0,341.0,798.0,1136.0,242.0,295.0,
TRINITY UNIVERSITY,,,,,,,,,,,,,,,,,,650.0,,,,
TRIPLER ARMY MEDICAL CENTER,,,,5821.0,,,,,,,,,,,,,,,,,,
TROFIMUK INSTITUTE OF PETROLEUM GEOLOGY & GEOPHYSICS,,,,,,,,,1090.0,,,,,,,,,,,,,
TRUMAN STATE UNIV,,,,,,,,,,,,,,,,,,,,,1677.0,
TRUTH INITIAT,,,,,,,,,,,,,,,,,,,,,1558.0,
TRY RES,,,,4777.0,,,,,,,,,,,,,,,,,,
TSHWANE UNIVERSITY OF TECHNOLOGY,1263.0,,1526.0,,,,1217.0,1726.0,,,,,,,,,,,,,,
TSINGHUA SHENZHEN INTERNATIONAL GRADUATE SCHOOL,,1461.0,505.0,6308.0,487.0,,365.0,601.0,,,172.0,,,,,,,,,,,
TSINGHUA UNIV PEKING UNIV JOINT CTR LIFE SCI,,,,2319.0,,,,,,,,,,,,,,,,,,
TSUCHIURA KYODO HOSPITAL,,,,5505.0,,,,,,,,,,,,,,,,,,
TU CLAUSTHAL,,,1731.0,,,,1975.0,,,,1548.0,,,,,,,,,,,
TUBINGEN UNIVERSITY CHILDRENS HOSPITAL,,,,2196.0,,,,,,,,,,,,,,,,,,
TUEN MUN HOSPITAL,,,,2889.0,,,,,,,,,,,,,,,,,,
TUFTS MEDICAL CENTER,,,,407.0,,,,,,736.0,,,,,,958.0,1092.0,,,,1142.0,
TUFTS UNIVERSITY,308.0,403.0,915.0,311.0,,473.0,1313.0,931.0,,439.0,652.0,,240.0,546.0,,407.0,519.0,399.0,739.0,423.0,297.0,
TULANE UNIVERSITY,,791.0,1239.0,370.0,,474.0,2418.0,1133.0,1013.0,501.0,,,588.0,514.0,,451.0,1116.0,,1380.0,546.0,389.0,
TULANE UNIVERSITY HOSPITAL,,,,3247.0,,,,,,,,,,,,,,,,,,
TUNG WAH EASTERN HOSP,,,,4191.0,,,,,,,,,,,,,,,,,,
TUNGHAI UNIVERSITY,,1175.0,,,,,1244.0,1673.0,,,,,,,,,,,,,,
TURKEY SPECIALIZED HIGHER EDUCATION & RESEARCH HOSPITAL,,,,5449.0,,,,,,,,,,,,,,,,,,
TURKIYE BILIMSEL VE TEKNOLOJIK ARASTIRMA KURUMU (TUBITAK),1059.0,,2114.0,,,,2059.0,,,,,,,,,,,,,,,
TURNING POINT ALCOHOL & DRUG CENTRE - AUSTRALIA,,,,2715.0,,,,,,,,,,,,,,,,,2357.0,
TUSCANY REG CTR OCCUPAT INJURIES & DIS,,,,2045.0,,,,,,,,,,,,,,,,,,
TUSCIA UNIVERSITY,299.0,,,,,,1617.0,833.0,1029.0,,,,,,,,,,400.0,,1840.0,
